"X","id","journ","vol","issue","articleNum","title","has.data","url","article.url","data.url","htmlFile","publication.date","data.size","data.unit","keywords","JEL","JEL1","JEL2","JEL3","JEL4","JEL5","JEL6","JEL7","zip.size","data.files.size","size.7z","size.ado","size.c","size.cpp","size.csv","size.dat","size.do","size.dta","size.f95","size.g","size.gms","size.gz","size.java","size.js","size.lng","size.m","size.mat","size.mod","size.nb","size.prg","size.py","size.r","size.rdata","size.sas","size.sas7bdat","size.tar","size.tsp","size.txt","size.xls","size.xlsx","size.xml","size.zip","size.ztt","year","month","date"
5,"aer_102_1_13","aer",102,1,13,"Compulsory Licensing: Evidence from the Trading with the Enemy Act","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.1.396","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.1.396","http://www.aeaweb.org/aer/data/feb2012/20091386_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_1_article_13.html","2012/02",8.9,"MB",NA,"D45: Rationing; Licensing, L24: Contracting Out; Joint Ventures; Technology Licensing, N42: Economic History: Government, War, Law, International Relations, and Regulation: U.S.; Canada: 1913-, O31: Innovation and Invention: Processes and Incentives, O34: Intellectual Property Rights, , ","D45: Rationing; Licensing","L24: Contracting Out; Joint Ventures; Technology Licensing","N42: Economic History: Government, War, Law, International Relations, and Regulation: U.S.; Canada: 1913-","O31: Innovation and Invention: Processes and Incentives","O34: Intellectual Property Rights","","",238.494825,238.46559,0,0,0,0,0,0,0.010672,238.46559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2,"2012-2-01"
95,"aer_99_5_3","aer",99,5,3,"Has Moral Hazard Become a More Important Factor in Managerial Compensation?","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.99.5.1740","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.99.5.1740","http://www.aeaweb.org/aer/data/dec09/20070864_data.zip","D:/libraries/ScrapAER/html/aer_vol_99_issue_5_article_3.html","2009/12",8.51,"MB",NA,"D82: Asymmetric and Private Information, L25: Firm Performance: Size, Diversification, and Scope, M12: Personnel Management; Executive Compensation, M52: Personnel Economics: Compensation and Compensation Methods and Their Effects, , , ","D82: Asymmetric and Private Information","L25: Firm Performance: Size, Diversification, and Scope","M12: Personnel Management; Executive Compensation","M52: Personnel Economics: Compensation and Compensation Methods and Their Effects","","","",27.756436,27.743379,0,0,0,0,0,0,0.012242,27.743379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815,0,0,0,0,0,2009,12,"2009-12-01"
96,"aer_96_5_6","aer",96,5,6,"Inherited Control and Firm Performance","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.96.5.1559","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.96.5.1559","http://www.aeaweb.org/aer/data/dec06/20020615_data.zip","D:/libraries/ScrapAER/html/aer_vol_96_issue_5_article_6.html","2006/12",1.28,"MB",NA,"G32, G34, L25, M13, , , ","G32","G34","L25","M13","","",NA,11.168523,11.147069,0,0,0,0,0,0,0.011233,10.861373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285696,0,0,0,0,2006,12,"2006-12-01"
54,"aer_100_3_7","aer",100,3,7,"Emissions Trading, Electricity Restructuring, and Investment in Pollution Abatement","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.100.3.837","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.100.3.837","http://www.aeaweb.org/aer/data/june2010/20061121_data.zip","D:/libraries/ScrapAER/html/aer_vol_100_issue_3_article_7.html","2010/06",1.04,"MB",NA,"L51: Economics of Regulation, L94: Electric Utilities, L98: Industry Studies: Utilities and Transportation: Government Policy, Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling, Q58: Environmental Economics: Government Policy, , ","L51: Economics of Regulation","L94: Electric Utilities","L98: Industry Studies: Utilities and Transportation: Government Policy","Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","Q58: Environmental Economics: Government Policy","","",6.03001,0.602005,0,0,0,0,0,0,0.005345,0.602005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6,"2010-6-01"
7,"aer_97_1_15","aer",97,1,15,"The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.97.1.354","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.97.1.354","http://www.aeaweb.org/aer/data/mar07/20040638_data.zip","D:/libraries/ScrapAER/html/aer_vol_97_issue_1_article_15.html","2007/03",5.27,"MB",NA,"L25, Q12, Q51, Q54, , , ","L25","Q12","Q51","Q54","","",NA,20.09029,18.184611,0,0,0,0,0,0,0.570836,18.184611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3,"2007-3-01"
128,"aer_102_7_25","aer",102,7,25,"The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather: Comment","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.7.3749","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.7.3749","http://www.aeaweb.org/aer/data/dec2012/20071418_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_7_article_25.html","2012/12",2.62,"MB",NA,"L25: Firm Performance: Size, Diversification, and Scope, Q12: Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets, Q15: Land Ownership and Tenure; Land Reform; Land Use; Irrigation; Agriculture and Environment, Q51: Valuation of Environmental Effects, Q54: Climate; Natural Disasters; Global Warming, , ","L25: Firm Performance: Size, Diversification, and Scope","Q12: Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets","Q15: Land Ownership and Tenure; Land Reform; Land Use; Irrigation; Agriculture and Environment","Q51: Valuation of Environmental Effects","Q54: Climate; Natural Disasters; Global Warming","","",11.418508,10.231336,0,0,0,0,0.121802,0,0.060964,10.109534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,"2012-12-01"
87,"aer_99_5_22","aer",99,5,22,"Technology, International Trade, and Pollution from US Manufacturing","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.99.5.2177","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.99.5.2177","http://www.aeaweb.org/aer/data/dec09/20071363_data.zip","D:/libraries/ScrapAER/html/aer_vol_99_issue_5_article_22.html","2009/12",4.05,"MB",NA,"F18: Trade and Environment, L23: Organization of Production, L60: Industry Studies: Manufacturing: General, O30: Technological Change; Research and Development: General, Q52: Pollution Control Adoption Costs; Distributional Effects; Employment Effects, Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling, ","F18: Trade and Environment","L23: Organization of Production","L60: Industry Studies: Manufacturing: General","O30: Technological Change; Research and Development: General","Q52: Pollution Control Adoption Costs; Distributional Effects; Employment Effects","Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","",5.755184,5.579468,0,0,0,0,0,0,0.052094,3.50889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148992,0,0,1.921586,0,2009,12,"2009-12-01"
48,"aer_102_4_12","aer",102,4,12,"Competitive Pressure and the Adoption of Complementary Innovations","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.4.1540","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.4.1540","http://www.aeaweb.org/aer/data/june2012/20091150_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_4_article_12.html","2012/06",1.00664,"MB",NA,"D24: Production; Cost; Capital, Total Factor, and Multifactor Productivity; Capacity, K21: Antitrust Law, L21: Business Objectives of the Firm, L22: Firm Organization and Market Structure, L62: Automobiles; Other Transportation Equipment, O32: Management of Technological Innovation and R&D, ","D24: Production; Cost; Capital, Total Factor, and Multifactor Productivity; Capacity","K21: Antitrust Law","L21: Business Objectives of the Firm","L22: Firm Organization and Market Structure","L62: Automobiles; Other Transportation Equipment","O32: Management of Technological Innovation and R&D","",1.13568,0.692957,0,0,0,0,0.070386,0,0,0,0,0,0,0.149788,0,0,0,0,0,0,0,0,0,0.028447,0,0,0,0,0,0,0,0,0,0.622571,0,2012,5,"2012-5-01"
114,"aer_101_7_14","aer",101,7,14,"Media and Political Persuasion: Evidence from Russia","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3253","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.7.3253","http://www.aeaweb.org/aer/data/dec2011/20090337_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_7_article_14.html","2011/12",0.52938,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, L82: Entertainment; Media, P26: Socialist Systems and Transitional Economies: Political Economy; Property Rights, , , , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","L82: Entertainment; Media","P26: Socialist Systems and Transitional Economies: Political Economy; Property Rights","","","","",2.175082,2.076783,0,0,0,0,0,0,0.028701,2.076783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,12,"2011-12-01"
7,"aer_98_1_15","aer",98,1,15,"On the Evolution of Firm Size Distributions","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.98.1.426","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.98.1.426","http://www.aeaweb.org/aer/data/mar08/20050397_data.zip","D:/libraries/ScrapAER/html/aer_vol_98_issue_1_article_15.html","2008/03",1.77,"MB",NA,"L11: Production, Pricing, and Market Structure; Size Distribution of Firms, , , , , , ","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","","","","","","",17.676378,17.564768,0,0,0,0,0,0,0.038028,17.564768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3,"2008-3-01"
130,"aer_101_7_7","aer",101,7,7,"Dynamic Inefficiencies in an Employment-Based Health Insurance System: Theory and Evidence","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3047","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.7.3047","http://www.aeaweb.org/aer/data/dec2011/20091193_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_7_article_7.html","2011/12",179.72,"MB",NA,"D14: Personal Finance, D91: Intertemporal Consumer Choice; Life Cycle Models and Saving, G22: Insurance; Insurance Companies, I11: Analysis of Health Care Markets, J32: Nonwage Labor Costs and Benefits; Private Pensions, , ","D14: Personal Finance","D91: Intertemporal Consumer Choice; Life Cycle Models and Saving","G22: Insurance; Insurance Companies","I11: Analysis of Health Care Markets","J32: Nonwage Labor Costs and Benefits; Private Pensions","","",1263.456592,1263.39398,0,0,0,0,0,0,0.047693,1263.39398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973,0,0,0,0,0,2011,12,"2011-12-01"
64,"aer_102_4_8","aer",102,4,8,"Understanding Bank Runs: The Importance of Depositor-Bank Relationships and Networks","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.4.1414","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.4.1414","http://www.aeaweb.org/aer/data/june2012/20080868_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_4_article_8.html","2012/06",49.56,"MB",NA,"D12: Consumer Economics: Empirical Analysis, G21: Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages, O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance, Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification, , , ","D12: Consumer Economics: Empirical Analysis","G21: Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages","O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance","Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification","","","",196.132468,196.099098,0,0,0,0,0,0,0.006093,196.099098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5,"2012-5-01"
48,"aer_96_3_9","aer",96,3,9,"Paying Not to Go to the Gym","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.96.3.694","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.96.3.694","http://www.aeaweb.org/aer/data/june06_data_20020916.zip","D:/libraries/ScrapAER/html/aer_vol_96_issue_3_article_9.html","2006/06",3.35,"MB",NA,"D00, D12, D91, , , , ","D00","D12","D91","","","",NA,22.731392,22.648607,0,0,0,0,0,0,0.041379,22.613791,0,0,0,0,0,0,0,0.005574,0,0,0,0,0,0,0,0,0,0,0,0.002552,0.034816,0,0,0,0,2006,6,"2006-6-01"
89,"aer_101_5_9","aer",101,5,9,"New York City Cab Drivers' Labor Supply Revisited: Reference-Dependent Preferences with Rational-Expectations Targets for Hours and Income","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1912","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.5.1912","http://www.aeaweb.org/aer/data/aug2011/20080780_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_5_article_9.html","2011/08",2.09,"MB",NA,"J22: Time Allocation and Labor Supply, J31: Wage Level and Structure; Wage Differentials, L92: Railroads and Other Surface Transportation, , , , ","J22: Time Allocation and Labor Supply","J31: Wage Level and Structure; Wage Differentials","L92: Railroads and Other Surface Transportation","","","","",6.354332,6.310724,0,0,0,0,0,0,0.019247,6.310724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,8,"2011-8-01"
99,"aer_97_5_9","aer",97,5,9,"Does Price Matter in Charitable Giving? Evidence from a Large-Scale Natural Field Experiment","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.97.5.1774","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.97.5.1774","http://www.aeaweb.org/aer/data/dec07/20060421_data.zip","D:/libraries/ScrapAER/html/aer_vol_97_issue_5_article_9.html","2007/12",1.03,"MB",NA,"D64: Altruism, L31: Nonprofit Institutions; NGOs, , , , , ","D64: Altruism","L31: Nonprofit Institutions; NGOs","","","","",NA,9.100699,9.082053,0,0,0,0,0,0,0.018646,9.082053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,12,"2007-12-01"
21,"aer_103_1_9","aer",103,1,9,"Innovation and Institutional Ownership","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.103.1.277","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.103.1.277","http://www.aeaweb.org/aer/data/feb2013/20100973_data.zip","D:/libraries/ScrapAER/html/aer_vol_103_issue_1_article_9.html","2013/02",7.77,"MB",NA,"G23: Pension Funds; Non-bank Financial Institutions; Financial Instruments; Institutional Investors, G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill, L25: Firm Performance: Size, Diversification, and Scope, M10: Business Administration: General, O31: Innovation and Invention: Processes and Incentives, O34: Intellectual Property Rights, ","G23: Pension Funds; Non-bank Financial Institutions; Financial Instruments; Institutional Investors","G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill","L25: Firm Performance: Size, Diversification, and Scope","M10: Business Administration: General","O31: Innovation and Invention: Processes and Incentives","O34: Intellectual Property Rights","",20.59297,18.917251,0,0,0,0,0.009863,0,0.031457,18.907388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,"2013-2-01"
26,"aejpol_2_4_2","aejpol",2,4,2,"Detecting Illegal Arms Trade","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.26","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.26","http://www.aeaweb.org/aej/pol/data/2009-0126_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_2.html","2010/11",76.28,"MB",NA,"D74: Conflict; Conflict Resolution; Alliances, F13: Trade Policy; International Trade Organizations, G14: Information and Market Efficiency; Event Studies, K42: Illegal Behavior and the Enforcement of Law, L64: Other Machinery; Business Equipment; Armaments, , ","D74: Conflict; Conflict Resolution; Alliances","F13: Trade Policy; International Trade Organizations","G14: Information and Market Efficiency; Event Studies","K42: Illegal Behavior and the Enforcement of Law","L64: Other Machinery; Business Equipment; Armaments","","",602.007457,601.31905,0,0,0,0,0.01262,0,0.069677,601.045822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203806,0.260608,0,0,0,0,2010,11,"2010-11-01"
25,"aejmac_4_4_1","aejmac",4,4,1,"The Geography of Conflicts and Regional Trade Agreements","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/mac.4.4.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/mac.4.4.1","http://www.aeaweb.org/aej/mac/data/2011-0041_data.zip","D:/libraries/ScrapAER/html/aejmac_vol_4_issue_4_article_1.html","2012/05",181.77,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, D74: Conflict; Conflict Resolution; Alliances, F15: Economic Integration, N70: Economic History: Transport, International and Domestic Trade, Energy, Technology, and Other Services: General, International, or Comparative, , , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","D74: Conflict; Conflict Resolution; Alliances","F15: Economic Integration","N70: Economic History: Transport, International and Domestic Trade, Energy, Technology, and Other Services: General, International, or Comparative","","","",840.53603,836.079518,0,0,0,0,0,0,0.031941,836.07125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001795,0,0,0,0,0,0.035678,0.008268,0,0,0,0,2012,10,"2012-10-01"
95,"aer_97_5_5","aer",97,5,5,"Demographics and Industry Returns","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.97.5.1667","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.97.5.1667","http://www.aeaweb.org/aer/data/dec07/20050321_data.zip","D:/libraries/ScrapAER/html/aer_vol_97_issue_5_article_5.html","2007/12",155.11,"MB",NA,"E21: Macroeconomics: Consumption; Saving; Wealth, G12: Asset Pricing; Trading volume; Bond Interest Rates, G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure , J11: Demographic Trends and Forecasts; General Migration, L11: Production, Pricing, and Market Structure; Size Distribution of Firms, L25: Firm Performance: Size, Diversification, and Scope, ","E21: Macroeconomics: Consumption; Saving; Wealth","G12: Asset Pricing; Trading volume; Bond Interest Rates","G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure ","J11: Demographic Trends and Forecasts; General Migration","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","L25: Firm Performance: Size, Diversification, and Scope",NA,806.833908,586.720077,0,0,0,0,7.653144,0,0.176503,84.659253,0,0,0,0,0,0,0,0.1382,0,0,0,0,0,0,0,0.123537,494.02368,0,0,179.400483,0.384,0,0,0,0,2007,12,"2007-12-01"
29,"aejapp_4_3_8","aejapp",4,3,8,"Drug Innovations and Welfare Measures Computed from Market Demand: The Case of Anti-cholesterol Drugs","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/app.4.3.167","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/app.4.3.167","http://www.aeaweb.org/aej/app/data/2010-0350_data.zip","D:/libraries/ScrapAER/html/aejapp_vol_4_issue_3_article_8.html","2012/07",72.87,"MB",NA,"C43: Index Numbers and Aggregation; Leading indicators, L11: Production, Pricing, and Market Structure; Size Distribution of Firms, L65: Chemicals; Rubber; Drugs; Biotechnology, O31: Innovation and Invention: Processes and Incentives, , , ","C43: Index Numbers and Aggregation; Leading indicators","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","L65: Chemicals; Rubber; Drugs; Biotechnology","O31: Innovation and Invention: Processes and Incentives","","","",811.979302,811.870513,0,0,0,0,0,0,0.043431,811.870513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7,"2012-7-01"
131,"aer_101_7_8","aer",101,7,8,"The Effects of Rural Electrification on Employment: New Evidence from South Africa","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3078","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.7.3078","http://www.aeaweb.org/aer/data/dec2011/20080791_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_7_article_8.html","2011/12",4.24,"MB",NA,"H54: National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock, L94: Electric Utilities, L98: Industry Studies: Utilities and Transportation: Government Policy, O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration, O18: Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure, R23: Urban, Rural, Regional, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics, ","H54: National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock","L94: Electric Utilities","L98: Industry Studies: Utilities and Transportation: Government Policy","O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration","O18: Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure","R23: Urban, Rural, Regional, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","",27.885606,27.799173,0,0.016192,0,0,0,0,0.062289,27.799173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,12,"2011-12-01"
95,"aer_104_4_6","aer",104,4,6,"The Role of Local Officials in New Democracies: Evidence from Indonesia","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.104.4.1244","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.104.4.1244","http://www.aeaweb.org/aer/data/10404/20111027_data.zip","D:/data/EconJournalData/html/aer_vol_104_issue_4_article_6.html","2014/04",4.25,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, H77: Intergovernmental Relations; Federalism; Secession, H83: Public Administration; Public Sector Accounting and Audits, O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements, O18: Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure, , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","H77: Intergovernmental Relations; Federalism; Secession","H83: Public Administration; Public Sector Accounting and Audits","O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements","O18: Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure","","",16.999938,16.90348,0,0,0,0,0,0,0.045147,16.90348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,"2014-4-01"
80,"aer_101_5_20","aer",101,5,20,"The Effects of Lottery Prizes on Winners and Their Neighbors: Evidence from the Dutch Postcode Lottery","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.2226","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.5.2226","http://www.aeaweb.org/aer/data/aug2011/20090328_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_5_article_20.html","2011/08",0.32719,"MB",NA,"D14: Personal Finance, D91: Intertemporal Consumer Choice; Life Cycle Models and Saving, H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies, H27: Taxation, Subsidies, and Revenues: Other Sources of Revenue, , , ","D14: Personal Finance","D91: Intertemporal Consumer Choice; Life Cycle Models and Saving","H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies","H27: Taxation, Subsidies, and Revenues: Other Sources of Revenue","","","",1.722433,1.688285,0,0,0,0,0,0,0.023356,1.688285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,8,"2011-8-01"
64,"aer_97_4_18","aer",97,4,18,"Surviving Andersonville: The Benefits of Social Networks in POW Camps","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.97.4.1467","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.97.4.1467","http://www.aeaweb.org/aer/data/sept07/20050916_data.zip","D:/libraries/ScrapAER/html/aer_vol_97_issue_4_article_18.html","2007/09",7.18,"MB",NA,"N41, Z13, , , , , ","N41","Z13","","","","",NA,138.869579,138.812985,0,0,0,0,0,0,0.043201,138.812985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,9,"2007-9-01"
80,"aer_102_5_3","aer",102,5,3,"Europe's Tired, Poor, Huddled Masses: Self-Selection and Economic Outcomes in the Age of Mass Migration","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.5.1832","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.5.1832","http://www.aeaweb.org/aer/data/aug2012/20100051_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_5_article_3.html","2012/05",6.6,"MB",NA,"J11: Demographic Trends, Macroeconomic Effects, and Forecasts, J61: Geographic Labor Mobility; Immigrant Workers, N31: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: Pre-1913, N33: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: Europe: Pre-1913, , , ","J11: Demographic Trends, Macroeconomic Effects, and Forecasts","J61: Geographic Labor Mobility; Immigrant Workers","N31: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: Pre-1913","N33: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: Europe: Pre-1913","","","",57.978121,57.734049,0,0,0,0,0,0,0.051294,57.734049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,"2012-8-01"
